Game_name,Game_platform,Game_release_date,Game_developer,Game_distribution,Game_genre,Critic_score_0_100,Critic_num_reviews,User_score_0_10,User_num_reviews,Link
Mlb Power Pros,Wii,2007-10-03,Konami,2K Sports,Baseball,83.0,12.0,6.4,9.0,/game/mlb-power-pros/
Mlb Power Pros 2008,PlayStation 2,2008-07-29,Konami,2K Sports,Baseball,79.0,16.0,8.0,14.0,/game/mlb-power-pros-2008/
Mlb Slugfest 2006,Xbox,2006-06-05,Blue Shift,Midway,Baseball,59.0,15.0,,,/game/mlb-slugfest-2006/
Mlb Slugfest: Loaded,PlayStation 2,2004-06-23,Point of View,Midway,Baseball,77.0,34.0,,,/game/mlb-slugfest-loaded/
Mlb Slugfest 20-03,PlayStation 2,2002-06-23,Midway,Midway,Baseball,77.0,25.0,,,/game/mlb-slugfest-20-03/
Mlb Slugfest 20-04,PlayStation 2,2003-03-16,Criterion Games,Midway,Baseball,78.0,23.0,6.5,,/game/mlb-slugfest-20-04/
Mlb The Show 16,PlayStation 4,2016-03-29,SCEA San Diego Studios,SCEA,Baseball Sim,85.0,37.0,7.3,190.0,/game/mlb-the-show-16/
Mlb The Show 17,PlayStation 4,2017-03-28,Sony Interactive Entertainment,Sony Interactive Entertainment,Baseball Sim,85.0,45.0,7.0,162.0,/game/mlb-the-show-17/
Mlb The Show 18,PlayStation 4,2018-03-27,Sony Interactive Entertainment,Sony Interactive Entertainment,Baseball Sim,82.0,38.0,6.3,104.0,/game/mlb-the-show-18/
Mlb The Show 19,PlayStation 4,2019-03-26,Sony Interactive Entertainment,Sony Interactive Entertainment,Baseball Sim,86.0,32.0,7.4,221.0,/game/mlb-the-show-19/
Mlb The Show 20,PlayStation 4,2020-03-13,SCEA San Diego Studios,Sony Interactive Entertainment,Baseball Sim,83.0,39.0,6.7,161.0,/game/mlb-the-show-20/
Mlb The Show 21,PlayStation 4,2021-04-16,Sony Interactive Entertainment San Diego Studio,Sony Interactive Entertainment,Baseball Sim,78.0,37.0,4.3,169.0,/game/mlb-the-show-21/
Mlb The Show 22,Nintendo Switch,2022-04-01,Sony Interactive Entertainment San Diego Studio,Sony Interactive Entertainment,Baseball Sim,77.0,48.0,5.4,76.0,/game/mlb-the-show-22/
Mlb The Show 23,PlayStation 5,2023-03-24,Sony Interactive Entertainment San Diego Studio,Sony Interactive Entertainment,Baseball Sim,82.0,33.0,6.5,57.0,/game/mlb-the-show-23/
Mlb The Show 24,PlayStation 5,2024-03-19,Sony Interactive Entertainment San Diego Studio,Sony Interactive Entertainment,Baseball Sim,79.0,16.0,4.7,30.0,/game/mlb-the-show-24/
Mo:Astray,Nintendo Switch,2020-09-10,World Pavilion,World Pavilion,2D Platformer,81.0,6.0,8.2,15.0,https://www.metacritic.com/game/moastray
Mop: Operation Cleanup,iOS (iPhone/iPad),2016-02-09,EnsenaSoft,EnsenaSoft,2D Platformer,,,,,https://www.metacritic.com/game/mop-operation-cleanup
Mordhau,PC,2019-04-29,Triternion,Triternion,3D Beat-'Em-Up,81.0,22.0,7.5,282.0,/game/mordhau/
Mothergunship: Forge,PC,2022-06-16,Terrible Posture Games,Terrible Posture Games,Light Gun,84.0,7.0,,,/game/mothergunship-forge/
Motojump,Xbox 360,2011-10-29,Carlo Sunseri,Carlo Sunseri,Racing,,,,,https://www.metacritic.com/game/motojump
Ms Saga: A New Dawn,PlayStation 2,2006-02-21,Bec,Bandai,JRPG,65.0,27.0,7.4,12.0,/game/ms-saga-a-new-dawn/
Mtv Music Generator 2,PlayStation 2,2001-06-07,Jester Interactive,Codemasters,Application,77.0,16.0,,,/game/mtv-music-generator-2/
Mtv Music Generator 3: This Is The Remix,Xbox,2004-06-22,Mix Max,Codemasters,Application,79.0,28.0,,,/game/mtv-music-generator-3-this-is-the-remix/
Mtv Sports: Pure Ride,PlayStation,2000-09-30,Radical Entertainment,THQ,Skiing,70.0,9.0,,,/game/mtv-sports-pure-ride/
Mtv Sports: Skateboarding Featuring Andy Macdonald,Dreamcast,2000-09-13,Darkblack,THQ,Skating,40.0,8.0,,,/game/mtv-sports-skateboarding-featuring-andy-macdonald/
Mtv Sports: T.J. Lavin'S Ultimate Bmx,PlayStation,2001-03-27,Blue Shift,THQ,Biking,47.0,8.0,,,/game/mtv-sports-t-j-lavins-ultimate-bmx/
Mtv'S Celebrity Deathmatch,PlayStation 2,2003-10-14,Big Ape Productions,Gotham Games,3D Fighting,32.0,17.0,5.3,9.0,/game/mtvs-celebrity-deathmatch/
Mtx Mototrax,PlayStation 2,2004-03-02,Left Field Productions,Activision,Arcade Racing,79.0,39.0,6.0,,/game/mtx-mototrax/
Mud - Fim Motocross World Championship,Xbox 360,2013-02-26,Milestone S.r.l,Namco Bandai Games,Auto Racing,54.0,17.0,6.4,9.0,/game/mud-fim-motocross-world-championship/
Mvp 06 Ncaa Baseball,Xbox,2006-01-18,EA Canada,EA Sports,Baseball Sim,75.0,29.0,4.2,5.0,/game/mvp-06-ncaa-baseball/
Mvp 07 Ncaa Baseball,PlayStation 2,2007-02-06,EA Canada,Electronic Arts,Baseball Sim,76.0,25.0,,,/game/mvp-07-ncaa-baseball/
Mvp Baseball,PSP,2005-05-18,EA Canada,Electronic Arts,Baseball Sim,67.0,21.0,,,/game/mvp-baseball/
Mvp Baseball 2003,Xbox,2003-03-10,EA Sports,EA Sports,Baseball Sim,81.0,22.0,,,/game/mvp-baseball-2003/
Mvp Baseball 2004,PlayStation 2,2004-03-09,EA Sports,EA Sports,Baseball Sim,90.0,31.0,5.5,8.0,/game/mvp-baseball-2004/
Mvp Baseball 2005,PC,2005-02-22,EA Sports,EA Sports,Baseball Sim,86.0,35.0,,,/game/mvp-baseball-2005/
Mx 2002 Featuring Ricky Carmichael,PlayStation 2,2001-07-03,Pacific Coast Power & Light,THQ,Arcade Racing,76.0,17.0,7.0,6.0,/game/mx-2002-featuring-ricky-carmichael/
Mx Rider,PlayStation 2,2001-10-30,Paradigm Entertainment,Infogrames,Arcade Racing,69.0,16.0,5.3,,/game/mx-rider/
Mx Superfly Featuring Ricky Carmichael,Xbox,2002-06-17,Pacific Coast Power & Light,THQ,Arcade Racing,76.0,13.0,,,/game/mx-superfly-featuring-ricky-carmichael/
Mx Unleashed,Xbox,2004-02-17,Rainbow Studios,THQ,Arcade Racing,80.0,18.0,6.1,16.0,/game/mx-unleashed/
Mx Vs Atv: Supercross,Xbox 360,2014-10-28,Rainbow Studios,Nordic Games Publishing,Arcade Racing,48.0,10.0,4.8,14.0,/game/mx-vs-atv-supercross/
Mx Vs Atv Legends,PC,2022-06-28,Rainbow Studios,THQ Nordic,Auto Racing,55.0,16.0,4.4,11.0,/game/mx-vs-atv-legends/
Mx Vs. Atv Alive,PlayStation 3,2011-05-10,THQ Digital Studio Phoenix,THQ,Arcade Racing,63.0,43.0,6.9,29.0,/game/mx-vs-atv-alive/
Mx Vs. Atv All Out: Anniversary Edition,PlayStation 4,2019-02-26,THQ Nordic,THQ Nordic,Auto Racing Sim,64.0,9.0,,,/game/mx-vs-atv-all-out-anniversary-edition/
Mx Vs. Atv Reflex,PlayStation 3,2009-12-01,Rainbow Studios,THQ,Auto Racing Sim,75.0,47.0,6.7,23.0,/game/mx-vs-atv-reflex/
Mx Vs. Atv Supercross Encore,PC,2015-10-27,Rainbow Studios,Nordic Games Publishing,Auto Racing,42.0,8.0,4.2,22.0,/game/mx-vs-atv-supercross-encore/
Mx Vs. Atv Unleashed,Xbox,2005-03-16,Rainbow Studios,THQ,Auto Racing Sim,79.0,30.0,7.9,12.0,/game/mx-vs-atv-unleashed/
Mx Vs. Atv Untamed,Xbox 360,2007-12-17,Rainbow Studios,THQ,Auto Racing Sim,70.0,43.0,6.8,10.0,/game/mx-vs-atv-untamed/
Mxgp 2019,Xbox One,2019-08-27,Milestone S.r.l,Milestone S.r.l,Auto Racing,68.0,16.0,3.7,10.0,/game/mxgp-2019/
Mxgp 2020 - The Official Motocross Videogame,PlayStation 4,2021-01-14,Milestone S.r.l,Milestone S.r.l,Auto Racing,70.0,19.0,,,/game/mxgp-2020-the-official-motocross-videogame/
Mxgp 2021 - The Official Motocross Videogame,PC,2021-11-30,Milestone S.r.l,Milestone S.r.l,Auto Racing,73.0,9.0,3.5,6.0,/game/mxgp-2021-the-official-motocross-videogame/
Mxgp Pro,Xbox One,2018-07-10,Milestone S.r.l,Milestone S.r.l,Auto Racing,64.0,19.0,,,/game/mxgp-pro/
Mxgp2: The Official Motocross Videogame,PC,2016-06-21,Milestone S.r.l,Milestone S.r.l,Auto Racing Sim,65.0,16.0,6.6,25.0,/game/mxgp2-the-official-motocross-videogame/
Mxgp3: The Official Motocross Videogame,PC,2017-06-20,Milestone S.r.l,Milestone S.r.l,Auto Racing Sim,67.0,20.0,,,/game/mxgp3-the-official-motocross-videogame/
Mxgp: The Official Motocross Videogame,PlayStation 3,2014-11-18,Milestone S.r.l,Bandai Namco Games,Arcade Racing,67.0,14.0,6.4,14.0,/game/mxgp-the-official-motocross-videogame/
Mable & The Wood,Xbox One,2019-08-23,Triplevision Games,Triplevision Games,Metroidvania,62.0,15.0,4.3,7.0,/game/mable-and-the-wood/
Maboshi'S Arcade,Wii,2008-12-29,Mindware,Nintendo,Action Puzzle,85.0,8.0,7.0,6.0,/game/maboshis-arcade/
Mace Griffin Bounty Hunter,Xbox,2003-06-17,Warthog,Black Label Games,FPS,64.0,27.0,,,/game/mace-griffin-bounty-hunter/
Machiavillain,PC,2018-05-16,Wild Factor,Gambitious,Tycoon,65.0,10.0,4.7,6.0,/game/machiavillain/
Machinarium,Wii,2009-10-16,Amanita Design,Amanita Design,Point-and-Click,85.0,47.0,8.6,670.0,/game/machinarium/
Machine Made: Rebirth,PC,2016-07-19,Proteus Studios,Sometimes You,JRPG,,,,,https://www.metacritic.com/game/machine-made-rebirth
Mad Blocker Adventure,PlayStation Vita,,Open Emotion Studios,Open Emotion Studios,Puzzle,,,,,https://www.metacritic.com/game/mad-blocker-adventure
Mad Dagger,PC,2017-04-01,YarGri,YarGri,2D Platformer,,,,,https://www.metacritic.com/game/mad-dagger
Mad Dash Racing,Xbox,2001-11-14,Crystal Dynamics,Eidos Interactive,Arcade Racing,65.0,21.0,7.4,5.0,/game/mad-dash-racing/
Mad Games Tycoon,PC,2019-11-12,Eggcode,Toplitz Productions,Tycoon,,,,,https://www.metacritic.com/game/mad-games-tycoon
Mad Maestro!,PlayStation 2,2002-03-12,Desert Productions,Eidos Interactive,Rhythm,65.0,22.0,8.6,5.0,/game/mad-maestro/
Mad Max,PC,2015-09-01,Avalanche Studios,Warner Bros. Interactive Entertainment,Open-World Action,69.0,72.0,7.9,1862.0,/game/mad-max/
Mad Rat Dead,PlayStation 4,2020-10-30,Nippon Ichi Software,NIS America,Rhythm,79.0,9.0,8.5,28.0,/game/mad-rat-dead/
Mad Riders,Xbox 360,2012-05-30,Techland,Ubisoft,Auto Racing,64.0,31.0,7.1,17.0,/game/mad-riders/
Mad Tracks,Xbox 360,2007-05-30,Load Inc.,D3Publisher,Auto Racing,62.0,21.0,6.7,9.0,/game/mad-tracks/
Madworld,Wii,2009-03-10,PlatinumGames,Sega,3D Beat-'Em-Up,81.0,74.0,8.3,135.0,/game/madworld/
Madballs In Babo: Invasion,Xbox 360,2009-07-15,Playbrains,Playbrains,Action,68.0,41.0,5.6,5.0,/game/madballs-in-babo-invasion/
Madden Nfl 06,PlayStation 2,2005-11-16,EA Tiburon,EA Sports,Football Sim,74.0,48.0,4.2,28.0,/game/madden-nfl-06/
Madden Nfl 07,PlayStation 3,2006-08-22,EA Tiburon,EA Sports,Football Sim,80.0,54.0,6.4,22.0,/game/madden-nfl-07/
Madden Nfl 08,Xbox 360,2007-08-14,EA Tiburon,EA Sports,Football Sim,85.0,46.0,8.2,62.0,/game/madden-nfl-08/
Madden Nfl 09,Xbox 360,2008-08-12,EA Tiburon,Electronic Arts,Football Sim,83.0,50.0,6.0,30.0,/game/madden-nfl-09/
Madden Nfl 10,Xbox 360,2009-08-14,EA Tiburon,Electronic Arts,Football Sim,85.0,58.0,7.0,36.0,/game/madden-nfl-10/
Madden Nfl 11,PlayStation 2,2010-08-10,EA Tiburon,Electronic Arts,Football Sim,84.0,47.0,6.4,92.0,/game/madden-nfl-11/
Madden Nfl 12,PlayStation 3,2011-08-30,EA Tiburon,EA Sports,Football Sim,78.0,55.0,6.2,110.0,/game/madden-nfl-12/
Madden Nfl 13,Xbox 360,2012-08-28,EA Tiburon,EA Sports,Football Sim,81.0,36.0,5.8,189.0,/game/madden-nfl-13/
Madden Nfl 15,PlayStation 4,2014-08-26,EA Sports,Electronic Arts,Football Sim,81.0,37.0,6.1,229.0,/game/madden-nfl-15/
Madden Nfl 16,Xbox One,2015-08-25,EA Sports,EA Sports,Football Sim,83.0,37.0,5.8,205.0,/game/madden-nfl-16/
Madden Nfl 17,PlayStation 3,2016-08-23,EA Sports,EA Sports,Football Sim,82.0,36.0,4.2,171.0,/game/madden-nfl-17/
Madden Nfl 18,Xbox One,2017-08-22,Electronic Arts,Electronic Arts,Football Sim,82.0,41.0,3.6,172.0,/game/madden-nfl-18/
Madden Nfl 19,Xbox One,2018-08-10,EA Tiburon,Electronic Arts,Football Sim,80.0,30.0,2.1,275.0,/game/madden-nfl-19/
Madden Nfl 20,Xbox One,2019-07-30,Electronic Arts,Electronic Arts,Football Sim,76.0,24.0,1.5,643.0,/game/madden-nfl-20/
Madden Nfl 2001,PlayStation 2,2000-10-23,EA Sports,EA Sports,Football Sim,91.0,25.0,6.9,13.0,/game/madden-nfl-2001/
Madden Nfl 2002,PlayStation 2,2001-08-19,EA Sports,EA Sports,Football Sim,94.0,23.0,4.7,22.0,/game/madden-nfl-2002/
Madden Nfl 2003,PlayStation,2002-08-12,EA Sports,EA Sports,Football Sim,95.0,25.0,7.1,47.0,/game/madden-nfl-2003/
Madden Nfl 2004,PlayStation,2003-08-12,EA Tiburon,EA Sports,Football Sim,94.0,29.0,6.8,39.0,/game/madden-nfl-2004/
Madden Nfl 2005,Xbox,2004-08-09,EA Tiburon,EA Sports,Football Sim,91.0,39.0,6.9,16.0,/game/madden-nfl-2005/
Madden Nfl 21,Xbox Series X,2020-08-25,EA Sports,Electronic Arts,Football Sim,63.0,29.0,0.3,5811.0,/game/madden-nfl-21/
Madden Nfl 23,PlayStation 5,2022-08-16,EA Tiburon,Electronic Arts,Football Sim,69.0,31.0,1.5,241.0,/game/madden-nfl-23/
Madden Nfl 24,PC,2023-08-18,EA Tiburon,Electronic Arts,Football Sim,65.0,22.0,1.4,246.0,/game/madden-nfl-24/
Madden Nfl 25,Xbox 360,2013-08-27,EA Sports,Electronic Arts,Football Sim,80.0,32.0,5.6,151.0,/game/madden-nfl-25/
Madden Nfl Arcade,Xbox 360,2009-11-24,EA Tiburon,EA Sports,Football,66.0,16.0,4.8,6.0,/game/madden-nfl-arcade/
Madden Nfl Football,3DS,2011-03-22,EA Tiburon,Electronic Arts,Football Sim,49.0,18.0,4.9,23.0,/game/madden-nfl-football/
Made Man: Confessions Of The Family Blood,Xbox,2007-04-02,Silverback Studios,Aspyr,Action Adventure,45.0,18.0,,,/game/made-man-confessions-of-the-family-blood/
Made In Abyss: Binary Star Falling Into Darkness,Nintendo Switch,2022-09-02,Chime,Spike Chunsoft,Action RPG,64.0,10.0,7.0,12.0,/game/made-in-abyss-binary-star-falling-into-darkness/
Maelstrom: The Battle For Earth Begins,PC,2007-02-20,KDV Games,Codemasters,Real-Time Strategy,58.0,22.0,7.6,5.0,/game/maelstrom-the-battle-for-earth-begins/
Mafia,PC,2004-03-09,Illusion Softworks,Gathering,Open-World Action,66.0,33.0,8.4,137.0,/game/mafia/
Mafia Ii,PC,2010-08-24,2K Czech,2K Games,Open-World Action,74.0,79.0,8.1,859.0,/game/mafia-ii/
Mafia Ii: Definitive Edition,PlayStation 4,2020-05-19,Hangar 13,2K Games,Open-World Action,72.0,32.0,6.0,531.0,/game/mafia-ii-definitive-edition/
Mafia Ii: Joe'S Adventures,PC,2010-11-23,2K Czech,2K Games,Open-World Action,61.0,8.0,6.7,60.0,/game/mafia-ii-joes-adventures/
Mafia Iii,PlayStation 4,2016-10-07,Hangar 13,2K Games,Open-World Action,68.0,70.0,5.3,2035.0,/game/mafia-iii/
Mafia: Definitive Edition,Xbox One,2020-05-19,Hangar 13,2K Games,Open-World Action,78.0,48.0,7.1,1828.0,/game/mafia-definitive-edition/
Magnets,PC,2016-03-11,Total Monkery,Total Monkery,Action,49.0,9.0,4.1,7.0,/game/magnets/
Mage Knight: Apocalypse,PC,2006-09-26,InterServ International,Namco Bandai Games,Action RPG,47.0,25.0,4.4,5.0,/game/mage-knight-apocalypse/
Mage Knight: Destiny'S Soldier,DS,2006-09-26,Big Blue Bubble Inc.,Namco Bandai Games,Turn-Based Strategy,59.0,8.0,,,/game/mage-knight-destinys-soldier/
Mage'S Initiation: Reign Of The Elements,PC,2019-01-30,Himalaya Studios,Himalaya Studios,Adventure,70.0,8.0,7.8,13.0,/game/mages-initiation-reign-of-the-elements/
Mages Of Mystralia,PC,2017-05-18,Borealys Games,Borealys Games,Linear Action Adventure,74.0,21.0,7.5,36.0,/game/mages-of-mystralia/
Magicat,PC,2018-09-20,Toge Productions,Toge Productions,2D Platformer,7.1,7.0,,,https://www.metacritic.com/game/magicat
Magic & Mayhem: The Art Of Magic,PC,2001-10-26,Charybdis,Bethesda Softworks,Real-Time Strategy,71.0,14.0,6.5,,/game/magic-and-mayhem-the-art-of-magic/
Magic Duels: Origins,Xbox One,2015-07-29,Stainless Games,Wizards of the Coast,Card Battle,77.0,12.0,6.1,63.0,/game/magic-duels-origins/
Magic Orbz,iOS (iPhone/iPad),2009-01-15,Creat Studios,SCEA,Arcade,66.0,13.0,6.4,19.0,/game/magic-orbz/
Magic Pengel: The Quest For Color,PlayStation 2,2003-06-26,Taito Corporation,Agetec,JRPG,74.0,24.0,7.3,7.0,/game/magic-pengel-the-quest-for-color/
Magic: Duels Of The Planeswalkers 2014,iOS (iPhone/iPad),2013-06-26,Stainless Games,Microsoft Game Studios,Card Battle,83.0,19.0,5.7,26.0,/game/magic-duels-of-the-planeswalkers-2014/
Magic: Duels Of The Planeswalkers 2015,iOS (iPhone/iPad),2014-07-16,Wizards of the Coast,Wizards of the Coast,Card Battle,60.0,25.0,3.2,127.0,/game/magic-duels-of-the-planeswalkers-2015/
Magic: The Gathering - Battlegrounds,PC,2003-11-18,Secret Level,Atari SA,Real-Time Strategy,72.0,25.0,,,/game/magic-the-gathering-battlegrounds/
Magic: The Gathering - Duels Of The Planeswalkers (1998),PC,1998-01-31,Stainless Games,MicroProse,Card Battle,8.3,,,,/game/magic-the-gathering-duels-of-the-planeswalkers/
Magic: The Gathering - Duels Of The Planeswalkers 2013,Xbox 360,2012-06-20,Stainless Games,Microsoft Game Studios,Card Battle,80.0,21.0,7.1,57.0,/game/magic-the-gathering-duels-of-the-planeswalkers-2012/
Magic: The Gathering Arena,PC,2018-09-27,Magic Digital Studio,Wizards of the Coast,Card Battle,84.0,22.0,2.8,236.0,/game/magic-the-gathering-arena/
Magic: The Gathering Online,PC,2002-06-14,Leaping Lizard Software Inc.,Wizards of the Coast,Card Battle,75.0,9.0,4.5,31.0,/game/magic-the-gathering-online/
Magical Beat,PlayStation Vita,2014-06-17,Arc System Works,Arc System Works,Rhythm,67.0,9.0,6.9,7.0,/game/magical-beat/
Magical Starsign,DS,2006-10-23,Brownie Brown,Nintendo,JRPG,69.0,26.0,7.1,15.0,/game/magical-starsign/
Magician'S Quest: Mysterious Times,DS,2009-05-11,Aquria,Konami,Virtual Life,69.0,13.0,6.7,6.0,/game/magicians-quest-mysterious-times/
Magicka,PC,2011-01-25,Arrowhead Game Studios,Paradox Interactive,Linear Action Adventure,74.0,44.0,7.6,684.0,/game/magicka/
Magicka 2,PlayStation 4,2015-05-26,Pieces Interactive,Paradox Interactive,Action Adventure,69.0,37.0,6.4,124.0,/game/magicka-2/
Magicka: Vietnam,PC,2011-04-12,Arrowhead Game Studios,Paradox Interactive,Linear Action Adventure,60.0,8.0,6.4,28.0,/game/magicka-vietnam/
Maglam Lord,PC,2022-02-04,Felistella,PQube,Action RPG,67.0,10.0,,,/game/maglam-lord/
Magna Carta 2,Xbox 360,2009-10-13,SoftMax,Namco Bandai Games,Action RPG,69.0,49.0,6.5,38.0,/game/magna-carta-2/
Magna Carta: Tears Of Blood,PSP,2005-11-16,SoftMax,Atlus,JRPG,66.0,34.0,5.6,16.0,/game/magna-carta-tears-of-blood/
Magnetic: Cage Closed,PC,2015-05-26,Guru Games,Gambitious,First-Person Adventure,61.0,17.0,7.2,24.0,/game/magnetic-cage-closed/
Magnetica,DS,2006-06-05,Mitchell,Nintendo,Matching Puzzle,68.0,33.0,7.1,9.0,/game/magnetica/
Magnetica Twist,Wii,2008-06-30,Mitchell,Nintendo,Matching Puzzle,70.0,10.0,,,/game/magnetica-twist/
Magnify Physics,iOS (iPhone/iPad),2010-04-03,Toco Games,Toco Games,Action,,,,,https://www.metacritic.com/game/magnify-physics
Magrunner: Dark Pulse,PlayStation 3,2013-06-20,Frogwares,Focus Home Interactive,Action Puzzle,70.0,31.0,7.2,71.0,/game/magrunner-dark-pulse/
Magus,PlayStation 3,2014-02-25,Black Tower Studios,Aksys Games,Action RPG,32.0,8.0,4.3,25.0,/game/magus/
Mahjong Cub3D,3DS,2011-10-11,SunSoft,Atlus,Matching Puzzle,67.0,11.0,5.3,,/game/mahjong-cub3d/
Mahjong Deluxe 3,PC,2016-04-22,EnsenaSoft,UIG Entertainment,Board,,,,,https://www.metacritic.com/game/mahjong-deluxe-3
Mahjong Fairyland,iOS (iPhone/iPad),2009-03-22,Joymaster,Joymaster,Gambling,,,,,https://www.metacritic.com/game/mahjong-fairyland
Mahjong Tales: Ancient Wisdom,PlayStation 3,2009-01-08,Creat Studios,TikGames,Board,47.0,9.0,6.8,6.0,/game/mahjong-tales-ancient-wisdom/
Mahokenshi,PC,2023-01-24,GameSourceStudio,Iceberg Interactive,Turn-Based Tactics,72.0,18.0,5.4,8.0,/game/mahokenshi/
Maid Of Sker,PC,2020-07-28,Wales Interactive,Wales Interactive,Survival,64.0,20.0,6.1,20.0,/game/maid-of-sker/
Mail Time,PC,2023-04-27,appelmoes games,Freedom Games,3D Platformer,74.0,10.0,7.8,,/game/mail-time/
Mainlining,PC,2017-01-26,Rebelephant,Merge Games,Virtual Career,73.0,7.0,,,/game/mainlining/
Maize,PC,2016-12-01,Finish Line Games,Finish Line Games,Adventure,65.0,17.0,7.7,32.0,/game/maize/
Majestic,PC,2001-07-31,Anim-X,Electronic Arts,Adventure,66.0,8.0,,,/game/majestic/
Majesty 2: Kingmaker,PC,2010-03-26,1C Entertainment,Paradox Interactive,Strategy,60.0,8.0,7.3,10.0,/game/majesty-2-kingmaker/
Majesty 2: The Fantasy Kingdom Sim,PC,2009-09-17,1C:Ino-Co,Paradox Interactive,Strategy,72.0,31.0,7.3,99.0,/game/majesty-2-the-fantasy-kingdom-sim/
Majin And The Forsaken Kingdom,Xbox 360,2010-11-23,Game Republic,Namco Bandai Games,Action Adventure,72.0,49.0,7.9,49.0,/game/majin-and-the-forsaken-kingdom/
Major League Baseball 2K10,PlayStation 2,2010-03-02,Visual Concepts,2K Sports,Baseball Sim,76.0,26.0,7.8,5.0,/game/major-league-baseball-2k10/
Major League Baseball 2K11,PlayStation 2,2011-03-08,Visual Concepts,2K Sports,Baseball Sim,69.0,27.0,7.1,24.0,/game/major-league-baseball-2k11/
Major League Baseball 2K12,PC,2012-03-06,Visual Concepts,Take-Two Interactive,Baseball Sim,68.0,19.0,6.4,22.0,/game/major-league-baseball-2k12/
Major League Baseball 2K5,PlayStation 2,2005-02-23,Kush Games,Take-Two Interactive,Baseball Sim,88.0,,,,/game/major-league-baseball-2k5/
Major League Baseball 2K6,PlayStation 2,2006-04-10,Kush Games,2K Sports,Baseball Sim,66.0,22.0,,,/game/major-league-baseball-2k6/
Major League Baseball 2K7,Xbox 360,2007-02-26,Kush Games,2K Sports,Baseball Sim,79.0,31.0,,,/game/major-league-baseball-2k7/
Major League Baseball 2K8,Xbox 360,2008-03-03,Kush Games,2K Sports,Baseball Sim,70.0,28.0,,,/game/major-league-baseball-2k8/
Major League Baseball 2K8: Fantasy All-Stars,DS,2008-04-14,Deep Fried Entertainment,Take-Two Interactive,Baseball,59.0,8.0,,,/game/major-league-baseball-2k8-fantasy-all-stars/
Major League Baseball 2K9,Wii,2009-03-03,2K Sports,2K Sports,Baseball Sim,64.0,29.0,,,/game/major-league-baseball-2k9/
Major League Eating: The Game,Wii,2008-07-14,Sensory Sweep,Mastiff,Action,45.0,7.0,,,/game/major-league-eating-the-game/
Major Minor'S Majestic March,Wii,2009-04-02,NanaOn-Sha,Majesco,Rhythm,46.0,16.0,,,/game/major-minors-majestic-march/
Makai Kingdom: Chronicles Of The Sacred Tome,PlayStation 2,2005-07-26,Nippon Ichi Software,NIS America,Turn-Based Tactics,77.0,41.0,8.2,11.0,/game/makai-kingdom-chronicles-of-the-sacred-tome/
Make War,PC,2020-04-16,No Gravity Games,No Gravity Games,Turn-Based Strategy,46.0,7.0,6.8,6.0,/game/make-war/
Making History: The Calm And The Storm,PC,2007-03-13,Muzzy Lane Software,Strategy First,Turn-Based Strategy,70.0,19.0,8.0,36.0,/game/making-history-the-calm-and-the-storm/
Maldita Castilla Ex: Cursed Castilla,Nintendo Switch,2016-07-20,Locomalito,Abylight,2D Platformer,81.0,12.0,7.5,35.0,/game/maldita-castilla-ex-cursed-castilla/
Malice (2004),Xbox,2004-06-02,Argonaut Games,Mud Duck Productions,3D Platformer,48.0,16.0,,,/game/malice-2004/
Malicious,PlayStation 3,2012-07-24,Alvion,SCEA,Action,67.0,9.0,5.7,38.0,/game/malicious/
Malicious Fallen,PlayStation 4,2017-02-21,Alvion,Sony Interactive Entertainment,Action,62.0,14.0,5.3,18.0,/game/malicious-fallen/
Mall Tycoon,PC,2002-02-03,"Holistic Design, Inc.",Take-Two Interactive,Tycoon,41.0,10.0,4.3,,/game/mall-tycoon/
Mamorukun Curse!,Xbox 360,2013-07-16,Gulti,UFO Interactive,Vertical Shoot-'Em-Up,71.0,7.0,7.4,5.0,/game/mamorukun-curse/
Mana Khemia 2: Fall Of Alchemy,PlayStation 2,2009-08-25,Gust,NIS America,JRPG,70.0,12.0,8.2,23.0,/game/mana-khemia-2-fall-of-alchemy/
Mana Khemia: Alchemists Of Al-Revis,PlayStation 2,2008-04-01,Gust,NIS America,JRPG,69.0,20.0,8.0,50.0,/game/mana-khemia-alchemists-of-al-revis/
Manchester United Soccer 2005,PC,2004-10-28,Codemasters,Codemasters,Soccer Sim,56.0,9.0,3.2,5.0,/game/manchester-united-soccer-2005/
Maneater,PC,2020-05-22,Tripwire Interactive,Tripwire Interactive,Open-World Action,70.0,47.0,6.5,222.0,/game/maneater/
Maneater: Truth Quest,PC,2021-08-31,Tripwire Interactive,Tripwire Interactive,Open-World Action,66.0,7.0,4.1,8.0,/game/maneater-truth-quest/
Manhunt,Xbox,2003-11-18,Rockstar North,Rockstar Games,Action Adventure,76.0,47.0,8.4,186.0,/game/manhunt/
Manhunt 2,PC,2007-10-29,Rockstar Toronto,Rockstar Games,Action Adventure,62.0,38.0,7.5,42.0,/game/manhunt-2/
Manic Mechanics,Nintendo Switch,2023-07-13,4J Studios,4J Studios,Party,71.0,9.0,,,/game/manic-mechanics/
Manic Monkey Mayhem,PSP,2010-05-24,The Code Monkeys,The Code Monkeys,Action,50.0,9.0,,,/game/manic-monkey-mayhem/
Manifold Garden,PlayStation 4,2019-10-18,William Chyr Studio LLC,William Chyr Studio LLC,Action Adventure,85.0,22.0,7.7,64.0,/game/manifold-garden/
